rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
11,13841151,https://www.openstreetmap.org/user/Tangy_Joy,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Tangy_Joy,250.0,115281.0,22401.0,91585.0,2069.0,318.0,20819.0,393.0,97.0,0.0,0.0,0.0,0.0,0.0,20596.0,203.0,217.0,187.0,6.0,2.0,0.0,0.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18463 en),"#yercizenler,#yercizenle,#hotosm-project-14246,#tomtom,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 20596, ""highway"": 217, ""waterway"": 6, ""intermittent"": 6, ""tunnel"": 4, ""layer"": 4, ""oneway"": 3}","{""building"": 203, ""highway"": 187, ""source"": 13, ""surface"": 8, ""oneway"": 7, ""name"": 4, ""layer"": 3, ""waterway"": 2, ""ref"": 2, ""intermittent"": 2, ""landuse"": 1}"
12,6519568,https://www.openstreetmap.org/user/TeBaMa,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,TeBaMa,219.0,112348.0,128472.0,60470.0,35552.0,266.0,12761.0,3250.0,45.0,0.0,4.0,0.0,2.0,18.0,11813.0,695.0,936.0,2484.0,0.0,8.0,0.0,0.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18646 en),"#OMHAP,#Syria,#hotosm-project-14246,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 11813, ""highway"": 936, ""surface"": 772, ""source"": 74, ""barrier"": 6, ""layer"": 6, ""tunnel"": 2, ""man_made"": 2, ""bridge"": 2, ""ford"": 2, ""tracktype"": 2}","{""highway"": 2484, ""surface"": 1891, ""source"": 702, ""building"": 695, ""landuse"": 49, ""name"": 26, ""name:en"": 26, ""name:ar"": 22, ""name:ku"": 20, ""layer"": 19, ""name:tr"": 18, ""tracktype"": 18, ""bridge"": 17, ""ford"": 14, ""service"": 10, ""waterway"": 8, ""oneway"": 8, ""ref"": 6, ""old_ref"": 6, ""natural"": 6, ""type"": 4, ""note"": 4, ""route"": 4, ""boat"": 2, ""usage"": 2, ""place"": 2, ""alt_name"": 2, ""int_name"": 2, ""gauge"": 2, ""barrier"": 2, ""railway"": 2, ""name:fr"": 2, ""intermittent"": 2, ""name:ar1"": 2, ""electrified"": 2, ""name:ru"": 2, ""name:de"": 2}"
13,2748195,https://www.openstreetmap.org/user/karitotp,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,karitotp,207.0,109647.0,2094.0,46567.0,49435.0,56.0,8375.0,5207.0,5.0,2.0,0.0,0.0,0.0,1.0,8347.0,4784.0,26.0,416.0,0.0,1.0,0.0,13.0,Turkey,"JOSM/1.5 (18646 en),RapiD 1.1.9-tm.1,JOSM/1.5 (18676 en)","#hotosm-project-14226,#yercizenler,#awsmapathon,#turkiye,#hotosm-project-14219,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 8347, ""highway"": 26, ""source"": 18, ""type"": 2, ""oneway"": 1, ""layer"": 1}","{""building"": 4784, ""source"": 1539, ""highway"": 416, ""name"": 38, ""layer"": 28, ""oneway"": 24, ""amenity"": 13, ""religion"": 10, ""addr:city"": 4, ""house"": 2, ""addr:district"": 2, ""addr:neighbourhood"": 2, ""addr:postcode"": 2, ""addr:housenumber"": 2, ""landuse"": 2, ""ref"": 2, ""addr:street"": 2, ""lanes"": 2, ""shop"": 1, ""waterway"": 1, ""denomination"": 1, ""incline"": 1, ""wikipedia"": 1, ""building:levels"": 1, ""wikidata"": 1, ""emergency"": 1, ""intermittent"": 1, ""leisure"": 1, ""service"": 1, ""website"": 1, ""maxspeed"": 1, ""phone"": 1, ""healthcare"": 1}"
14,15532457,https://www.openstreetmap.org/user/Cassie_G,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Cassie_G,283.0,108281.0,264433.0,82623.0,7936.0,698.0,15981.0,941.0,101.0,1.0,0.0,0.0,0.0,8.0,14611.0,243.0,1369.0,623.0,0.0,4.0,0.0,7.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14220,#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#hotosm-project-14246,#hotosm-project-14225,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 14611, ""highway"": 1369, ""source"": 68, ""surface"": 57, ""layer"": 3, ""type"": 1}","{""highway"": 623, ""building"": 243, ""source"": 213, ""landuse"": 53, ""oneway"": 23, ""surface"": 19, ""ref"": 18, ""name"": 12, ""residential"": 9, ""power"": 9, ""barrier"": 7, ""amenity"": 7, ""waterway"": 4, ""voltage"": 4, ""cables"": 4, ""int_ref"": 4, ""man_made"": 3, ""layer"": 3, ""name:en"": 3, ""boundary"": 2, ""admin_level"": 2, ""circuits"": 2, ""lanes"": 2, ""dispensing"": 2, ""healthcare"": 2, ""toll"": 1, ""place"": 1, ""name:ar"": 1, ""railway"": 1, ""name:fr"": 1, ""intermittent"": 1, ""location"": 1, ""religion"": 1, ""bridge"": 1, ""substance"": 1, ""maxspeed"": 1}"
15,8815318,https://www.openstreetmap.org/user/DMcDowall,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,DMcDowall,621.0,107838.0,64305.0,61330.0,31944.0,794.0,12002.0,1684.0,82.0,1.0,1.0,0.0,1.0,50.0,11799.0,877.0,193.0,675.0,7.0,14.0,2.0,7.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18646 en_GB),JOSM/1.5 (18678 en_GB)","#hotosm-project-14226,#hotosm-project-14225,#hotosm-project-14311,#helpngo,#turkiye,#yercizenler,#hotosm-project-14214,#hotosm-project-14221,#hotosm-project-14246,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14233,#turkey,#hotosm-project-14235,#hotosm-project-14232,#hotosm-project-14245","{""building"": 11799, ""highway"": 193, ""source"": 24, ""layer"": 8, ""waterway"": 7, ""bridge"": 6, ""man_made"": 3, ""name"": 3, ""covered"": 3, ""tunnel"": 2, ""oneway"": 2, ""content"": 2, ""building:roof"": 2, ""amenity"": 2, ""building:material"": 2, ""type"": 1, ""surface"": 1, ""intermittent"": 1, ""religion"": 1, ""lanes"": 1}","{""building"": 877, ""source"": 751, ""highway"": 675, ""landuse"": 88, ""name"": 78, ""surface"": 29, ""place"": 28, ""alt_name"": 15, ""waterway"": 14, ""oneway"": 14, ""power"": 14, ""name:ku"": 12, ""int_name"": 12, ""name:ar"": 12, ""ref"": 12, ""service"": 11, ""name:ru"": 11, ""building:levels"": 10, ""wikipedia"": 9, ""wikidata"": 9, ""name:en"": 9, ""railway"": 8, ""voltage"": 7, ""name:fr"": 7, ""amenity"": 7, ""name:de"": 7, ""name:ar1"": 7, ""name:tr"": 5, ""building:roof"": 5, ""layer"": 4, ""is_in"": 4, ""old_name"": 4, ""religion"": 4, ""boundary"": 3, ""admin_level"": 3, ""gauge"": 3, ""design"": 3, ""maxspeed"": 3, ""denomination"": 3, ""intermittent"": 3, ""leisure"": 3, ""frequency"": 3, ""electrified"": 3, ""lanes"": 3, ""man_made"": 2, ""name:ks"": 2, ""name:pnb"": 2, ""name:azb"": 2, ""name:ur"": 2, ""boat"": 2, ""type"": 2, ""name:fa"": 2, ""cables"": 2, ""ford"": 2, ""name:kmr"": 2, ""water"": 1, ""tourism"": 1, ""description"": 1, ""operator:wikidata"": 1, ""fixme"": 1, ""generator:type"": 1, ""embankment"": 1, ""natural"": 1, ""population"": 1, ""operator"": 1, ""generator:source"": 1, ""generator:output:electricity"": 1, ""usage"": 1, ""noexit"": 1, ""barrier"": 1, ""generator:method"": 1, ""historic"": 1, ""flood_prone"": 1, ""length"": 1, ""name:hy"": 1, ""height"": 1}"
16,74632,https://www.openstreetmap.org/user/Dcdude,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Dcdude,173.0,103516.0,352471.0,64120.0,26812.0,838.0,9646.0,2006.0,94.0,0.0,0.0,0.0,47.0,86.0,8255.0,264.0,1287.0,1485.0,35.0,40.0,0.0,2.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#hotosm-project-14246,#hotosm-project-14225,#hotosm-project-14264,#hotosm-project-14311,#AKDN,#cscrs,#hotosm-project-14233,#uhuzam,#MissingMaps,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223","{""building"": 8255, ""source"": 2681, ""highway"": 1287, ""surface"": 411, ""service"": 124, ""railway"": 54, ""landuse"": 47, ""layer"": 36, ""waterway"": 35, ""usage"": 18, ""tunnel"": 16, ""bridge"": 15, ""oneway"": 8, ""gauge"": 7, ""electrified"": 7, ""barrier"": 7, ""area"": 6, ""man_made"": 5, ""intermittent"": 4, ""ford"": 2, ""alt_name"": 2, ""name"": 2, ""power"": 2, ""water"": 1, ""aeroway"": 1, ""leisure"": 1, ""natural"": 1, ""area:highway"": 1}","{""highway"": 1485, ""surface"": 739, ""source"": 714, ""building"": 264, ""landuse"": 168, ""railway"": 95, ""service"": 71, ""name"": 63, ""oneway"": 59, ""usage"": 43, ""ref"": 43, ""waterway"": 40, ""gauge"": 39, ""electrified"": 39, ""residential"": 21, ""layer"": 18, ""lanes"": 18, ""int_ref"": 16, ""name:ar"": 11, ""man_made"": 10, ""maxspeed"": 8, ""content"": 7, ""name:en"": 7, ""building:material"": 7, ""voltage"": 6, ""frequency"": 6, ""name:ku"": 5, ""tunnel"": 5, ""natural"": 5, ""irrigation"": 5, ""place"": 5, ""intermittent"": 5, ""boundary"": 4, ""admin_level"": 4, ""wikipedia"": 4, ""ref:ar"": 4, ""alt_name"": 4, ""barrier"": 4, ""wikidata"": 4, ""trees"": 3, ""name:fr"": 3, ""foot"": 3, ""bridge"": 3, ""smoothness"": 3, ""motor_vehicle"": 2, ""int_name"": 2, ""name:el"": 2, ""passenger_lines"": 2, ""amenity"": 2, ""name:de"": 2, ""power"": 2, ""boat"": 2, ""horse"": 2, ""old_name"": 2, ""refugee"": 2, ""website"": 2, ""name:tr"": 1, ""water"": 1, ""tourism"": 1, ""incline"": 1, ""bicycle"": 1, ""is_in"": 1, ""name:alt"": 1, ""fixme"": 1, ""junction"": 1, ""construction"": 1, ""name:ru"": 1, ""embankment"": 1, ""parking"": 1, ""noexit"": 1, ""is_in:village"": 1, ""name:ar1"": 1, ""name:hy"": 1, ""width"": 1}"
17,3626326,https://www.openstreetmap.org/user/remimage,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,remimage,233.0,103404.0,52058.0,30845.0,62224.0,751.0,6401.0,3106.0,75.0,0.0,2.0,0.0,1.0,16.0,6216.0,2444.0,169.0,598.0,2.0,9.0,3.0,6.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18678 fr),JOSM/1.5 (18646 fr)","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#hotosm-project-14246,#AKDN,#hotosm-project-14233,#hotosm-project-14219,#hotosm-project-14218,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 6216, ""source"": 1984, ""highway"": 169, ""landuse"": 11, ""construction"": 11, ""man_made"": 7, ""religion"": 5, ""surface"": 3, ""amenity"": 3, ""waterway"": 2, ""oneway"": 2, ""intermittent"": 2, ""ford"": 1, ""social_facility"": 1, ""layer"": 1, ""seasonal"": 1}","{""building"": 2444, ""highway"": 598, ""source"": 432, ""ele"": 62, ""building:levels"": 55, ""landuse"": 43, ""name"": 37, ""surface"": 33, ""layer"": 12, ""waterway"": 9, ""oneway"": 9, ""height"": 9, ""railway"": 8, ""amenity"": 6, ""ford"": 4, ""intermittent"": 4, ""name:en"": 4, ""religion"": 4, ""ref"": 4, ""natural"": 4, ""barrier"": 3, ""tracktype"": 3, ""entrance"": 3, ""addr:street"": 3, ""water"": 2, ""type"": 2, ""addr:neighbourhood"": 2, ""office"": 2, ""leisure"": 2, ""boundary"": 1, ""addr:place"": 1, ""boat"": 1, ""admin_level"": 1, ""tourism"": 1, ""int_ref:ar"": 1, ""government"": 1, ""alt_name"": 1, ""seasonal"": 1, ""covered"": 1, ""name:ar"": 1, ""opening_hours"": 1, ""tunnel"": 1, ""wikidata"": 1, ""supervised"": 1, ""addr:housenumber"": 1, ""cutting"": 1, ""ref:ar"": 1, ""smoothness"": 1, ""access"": 1, ""int_ref"": 1, ""service"": 1, ""bridge"": 1, ""crossing:barrier"": 1}"
18,2933595,https://www.openstreetmap.org/user/mjgk,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,mjgk,184.0,97020.0,163952.0,62031.0,21059.0,770.0,11798.0,1285.0,74.0,3.0,0.0,0.0,2.0,7.0,11012.0,630.0,737.0,554.0,3.0,8.0,0.0,2.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18646 en_GB),JOSM/1.5 (18678 en_GB)","#hotosm-project-14220,#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14311,#AKDN,#hotosm-project-14234,#hotosm-project-14218,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 11012, ""highway"": 737, ""construction"": 63, ""landuse"": 30, ""man_made"": 14, ""source"": 6, ""layer"": 4, ""waterway"": 3, ""type"": 3, ""bridge"": 3, ""railway"": 2, ""tunnel"": 1, ""surface"": 1, ""leisure"": 1, ""name"": 1, ""service"": 1}","{""building"": 630, ""highway"": 554, ""source"": 208, ""landuse"": 83, ""surface"": 19, ""name"": 11, ""construction"": 11, ""waterway"": 8, ""oneway"": 5, ""railway"": 5, ""noname"": 3, ""name:ar"": 3, ""name:en"": 3, ""ref"": 3, ""service"": 3, ""boat"": 2, ""layer"": 2, ""usage"": 2, ""gauge"": 2, ""residential"": 2, ""ford"": 2, ""intermittent"": 2, ""amenity"": 2, ""electrified"": 2, ""power"": 2, ""industrial"": 1, ""voltage"": 1, ""crossing"": 1, ""alt_name"": 1, ""place"": 1, ""int_name"": 1, ""barrier"": 1, ""cables"": 1, ""lanes"": 1, ""supervised"": 1, ""name:fr"": 1, ""passenger_lines"": 1, ""access"": 1, ""name:ar1"": 1, ""name:ru"": 1, ""bridge"": 1, ""name:de"": 1, ""natural"": 1}"
19,2027537,https://www.openstreetmap.org/user/donuzium,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,donuzium,149.0,80951.0,57561.0,51730.0,15878.0,1476.0,10600.0,1128.0,137.0,2.0,0.0,0.0,1.0,6.0,10368.0,797.0,230.0,311.0,0.0,1.0,0.0,6.0,"Turkey,Syrian Arab Republic","iD 2.21.1,JOSM/1.5 (18646 en_GB),iD 2.24.2,RapiD 1.1.9-tm.1","#hotosm-project-14226,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 10368, ""source"": 1145, ""highway"": 230, ""type"": 2, ""layer"": 1, ""office"": 1, ""bridge"": 1, ""crossing:barrier"": 1}","{""building"": 797, ""highway"": 311, ""source"": 180, ""oneway"": 29, ""name"": 27, ""surface"": 11, ""landuse"": 11, ""destroyed:building"": 9, ""earthquake:damage"": 9, ""damage:date"": 9, ""damage:type"": 9, ""damage:event"": 9, ""amenity"": 6, ""barrier"": 5, ""ref"": 4, ""service"": 4, ""healthcare"": 3, ""layer"": 2, ""place"": 2, ""name:ar"": 2, ""name:en"": 2, ""religion"": 2, ""construction"": 2, ""addr:street"": 2, ""lanes"": 2, ""maxspeed"": 2, ""phone"": 2, ""boundary"": 1, ""waterway"": 1, ""admin_level"": 1, ""is_in"": 1, ""railway"": 1, ""tracktype"": 1, ""name:fr"": 1, ""name:ru"": 1}"
20,16896198,https://www.openstreetmap.org/user/Roselyn%20Peralta,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Roselyn Peralta,419.0,78123.0,148239.0,61505.0,2797.0,1747.0,11267.0,488.0,318.0,0.0,1.0,0.0,2.0,2.0,10624.0,45.0,643.0,403.0,0.0,1.0,0.0,5.0,Turkey,"iD 2.24.2,RapiD 1.1.9-tm.1","#yercizenler,#turkiye,#phfortrsy,#hotosm,#turkey,#TürkiyeEQ060223,#SLSUYouthMappers,#ymph23,#hotosm-project-14262","{""building"": 10624, ""source"": 6149, ""highway"": 643, ""layer"": 3, ""shop"": 2, ""fixme"": 2, ""name"": 2, ""check_date"": 2, ""addr:district"": 2, ""phone"": 2, ""note"": 2, ""tunnel"": 1}","{""highway"": 403, ""source"": 156, ""name"": 49, ""building"": 45, ""boundary"": 12, ""surface"": 11, ""landuse"": 9, ""ref"": 9, ""oneway"": 6, ""amenity"": 5, ""leisure"": 3, ""addr:street"": 3, ""layer"": 2, ""destroyed:building"": 2, ""earthquake:damage"": 2, ""damage:date"": 2, ""damage:type"": 2, ""religion"": 2, ""damage:event"": 2, ""waterway"": 1, ""boat"": 1, ""admin_level"": 1, ""type"": 1, ""man_made"": 1, ""voltage"": 1, ""note"": 1, ""place"": 1, ""barrier"": 1, ""building:levels"": 1, ""name:en"": 1, ""location"": 1, ""service"": 1, ""embankment"": 1, ""power"": 1, ""substance"": 1, ""maxspeed"": 1}"
21,6616734,https://www.openstreetmap.org/user/Marvin%20de%20Hont,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Marvin de Hont,295.0,77857.0,62171.0,41426.0,24761.0,1144.0,8805.0,1601.0,120.0,0.0,0.0,0.0,0.0,4.0,8525.0,869.0,276.0,610.0,2.0,4.0,0.0,14.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18646 nl),JOSM/1.5 (18678 nl)","#hotosm-project-14226,#uhuzam,#hotosm-project-14264,#helpngo,#turkiye,#cscrs,#hotosm-project-14234,#yercizenler,#hotosm-project-14221,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14262,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14233,#turkey,#hotosm-project-14235,#hotosm-project-14232","{""building"": 8525, ""highway"": 276, ""source"": 50, ""layer"": 3, ""waterway"": 2, ""man_made"": 2, ""tunnel"": 1, ""bridge"": 1, ""surface"": 1}","{""building"": 869, ""highway"": 610, ""source"": 605, ""landuse"": 77, ""name"": 47, ""surface"": 31, ""oneway"": 19, ""amenity"": 14, ""layer"": 11, ""man_made"": 10, ""ref"": 8, ""lanes"": 8, ""power"": 6, ""boundary"": 5, ""maxspeed"": 5, ""waterway"": 4, ""admin_level"": 4, ""voltage"": 4, ""alt_name"": 4, ""residential"": 4, ""barrier"": 3, ""religion"": 3, ""service"": 3, ""denomination"": 2, ""name:ku"": 2, ""place"": 2, ""foot"": 2, ""int_ref"": 2, ""bridge"": 2, ""natural"": 2, ""tourism"": 1, ""addr:city"": 1, ""note"": 1, ""old_name"": 1, ""sport"": 1, ""wikipedia"": 1, ""MCM"": 1, ""building:levels"": 1, ""name:ar"": 1, ""tunnel"": 1, ""wikidata"": 1, ""ref:ar"": 1, ""smoothness"": 1, ""access"": 1, ""length"": 1, ""leisure"": 1, ""embankment"": 1, ""phone"": 1, ""healthcare"": 1}"
22,2309226,https://www.openstreetmap.org/user/M_Solodzhuk,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,M_Solodzhuk,162.0,76772.0,155013.0,55906.0,8854.0,303.0,10614.0,1041.0,52.0,2.0,0.0,0.0,10.0,7.0,9588.0,93.0,994.0,822.0,24.0,23.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,JOSM/1.5 (18646 uk),RapiD 1.1.9-tm.1,JOSM/1.5 (18678 uk)","#hotosm-project-14226,#uhuzam,#hotosm-project-14264,#hotosm-project-14311,#hotosm-project-14225,#helpngo,#turkiye,#cscrs,#yercizenler,#hotosm-project-14246,#AKDN,#hotosm-project-14218,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14262,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14233,#turkey,#hotosm-project-14232","{""building"": 9588, ""highway"": 994, ""service"": 394, ""source"": 322, ""surface"": 50, ""level"": 33, ""layer"": 27, ""waterway"": 24, ""construction"": 24, ""bridge"": 14, ""tunnel"": 13, ""ford"": 4, ""emergency"": 3, ""landuse"": 3, ""type"": 2, ""man_made"": 2, ""basin"": 2, ""tower:type"": 2, ""barrier"": 2, ""power"": 2, ""railway"": 1, ""tracks"": 1}","{""highway"": 822, ""source"": 483, ""building"": 93, ""landuse"": 85, ""surface"": 60, ""residential"": 29, ""waterway"": 23, ""name"": 22, ""oneway"": 13, ""ref"": 13, ""service"": 8, ""power"": 8, ""boat"": 7, ""level"": 7, ""construction"": 7, ""tracktype"": 4, ""intermittent"": 4, ""man_made"": 3, ""layer"": 3, ""boundary"": 2, ""name:ku"": 2, ""voltage"": 2, ""barrier"": 2, ""name:ar"": 2, ""lanes"": 2, ""railway"": 2, ""smoothness"": 2, ""leisure"": 2, ""int_ref"": 2, ""natural"": 2, ""name:tr"": 1, ""substance"": 1, ""admin_level"": 1, ""usage"": 1, ""crossing"": 1, ""alt_name"": 1, ""gauge"": 1, ""historic"": 1, ""tunnel"": 1, ""name:en"": 1, ""location"": 1, ""fixme"": 1, ""electrified"": 1, ""frequency"": 1, ""bridge"": 1, ""maxspeed"": 1}"
23,2249513,https://www.openstreetmap.org/user/hebolz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,hebolz,346.0,75828.0,130585.0,27236.0,40809.0,372.0,3079.0,4184.0,145.0,0.0,3.0,0.0,19.0,42.0,2664.0,485.0,387.0,3519.0,19.0,59.0,0.0,19.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18646 de),JOSM/1.5 (18646 en),JOSM/1.5 (18678 en),RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14246,#hotosm-project-14234,#hotosm-project-14263,#hotosm-project-14218,#hotosm-project-14219,#turkey,#hotosm-project-14323,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 2664, ""highway"": 387, ""source"": 106, ""layer"": 34, ""bridge"": 21, ""waterway"": 19, ""surface"": 19, ""tunnel"": 14, ""man_made"": 12, ""tower:type"": 11, ""ford"": 7, ""intermittent"": 7, ""landuse"": 7, ""oneway"": 4, ""name"": 3, ""operator"": 2, ""communication:mobile_phone"": 1, ""tracktype"": 1, ""usage"": 1, ""foot"": 1, ""noname"": 1, ""fixme"": 1, ""junction"": 1, ""addr:province"": 1, ""ruins:landuse"": 1}","{""highway"": 3519, ""source"": 2208, ""building"": 485, ""surface"": 244, ""name"": 114, ""landuse"": 84, ""waterway"": 59, ""oneway"": 56, ""layer"": 52, ""ref"": 44, ""name:ku"": 28, ""tunnel"": 19, ""amenity"": 19, ""man_made"": 17, ""tracktype"": 15, ""bridge"": 14, ""lanes"": 12, ""place"": 10, ""wikipedia"": 8, ""maxspeed"": 8, ""wikidata"": 8, ""name:en"": 8, ""smoothness"": 8, ""tower:type"": 7, ""ford"": 7, ""intermittent"": 7, ""boundary"": 6, ""substance"": 6, ""natural"": 6, ""noname"": 6, ""location"": 5, ""power"": 5, ""boat"": 5, ""usage"": 5, ""operator"": 4, ""type"": 4, ""alt_name"": 4, ""religion"": 4, ""int_ref"": 4, ""admin_level"": 3, ""toll"": 3, ""voltage"": 3, ""foot"": 3, ""fixme"": 3, ""barrier"": 3, ""diameter"": 3, ""leisure"": 3, ""motor_vehicle"": 2, ""note"": 2, ""bicycle"": 2, ""route"": 2, ""irrigation"": 2, ""denomination"": 2, ""horse"": 2, ""source_ref"": 2, ""addr:neighbourhood"": 2, ""residential"": 2, ""historic"": 2, ""name:tr"": 1, ""tourism"": 1, ""ruins"": 1, ""to"": 1, ""gauge"": 1, ""from"": 1, ""name:ar"": 1, ""turkey_class"": 1, ""emergency"": 1, ""mapwithai:source"": 1, ""trees"": 1, ""brand:wikidata"": 1, ""ref:ar"": 1, ""area"": 1, ""generator:type"": 1, ""junction"": 1, ""service"": 1, ""wikimedia_commons"": 1, ""generator:source"": 1, ""brand"": 1, ""generator:output:electricity"": 1, ""shop"": 1, ""parent_basin"": 1, ""addr:city"": 1, ""start_date"": 1, ""old_name"": 1, ""road_marking"": 1, ""generator:method"": 1, ""cables"": 1, ""alt_name:en"": 1, ""cutting"": 1, ""railway"": 1, ""border_type"": 1, ""loc_name"": 1, ""length"": 1, ""frequency"": 1, ""electrified"": 1, ""name:hy"": 1, ""phone"": 1, ""healthcare"": 1}"
24,2112246,https://www.openstreetmap.org/user/yunita%20sari,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,yunita sari,99.0,73226.0,105702.0,58589.0,1865.0,19.0,12331.0,422.0,0.0,0.0,0.0,0.0,0.0,2.0,11745.0,24.0,583.0,375.0,2.0,4.0,3.0,5.0,"Turkey,Syrian Arab Republic","iD 2.21.1,JOSM/1.5 (18303 en),RapiD 1.1.9-tm.1","#hotosm-project-14226,#hotosm-project-14230,#awsmapathon,#OMHAP,#Syria,#turkiye,#SMforST2023,#AKDN,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 11745, ""highway"": 583, ""name"": 13, ""source"": 5, ""layer"": 4, ""amenity"": 3, ""tunnel"": 2, ""waterway"": 2, ""bridge"": 2, ""office"": 2, ""shop"": 1, ""leisure"": 1}","{""highway"": 375, ""source"": 49, ""building"": 24, ""oneway"": 19, ""ref"": 16, ""landuse"": 13, ""name"": 12, ""name:en"": 5, ""amenity"": 5, ""waterway"": 4, ""layer"": 4, ""description"": 3, ""tunnel"": 3, ""name:ar"": 2, ""railway"": 2, ""religion"": 2, ""int_ref"": 2, ""boundary"": 1, ""surface"": 1, ""usage"": 1, ""government"": 1, ""level"": 1, ""building:levels"": 1, ""craft"": 1, ""dispensing"": 1, ""highres"": 1, ""office"": 1, ""junction"": 1, ""bridge"": 1, ""lanes"": 1, ""natural"": 1, ""maxspeed"": 1, ""operator"": 1, ""healthcare"": 1}"
