rank,name,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags
212,Gwen Taylor,17998075,3,276,El Salvador,228,0,0,47,1,0,0,0,0,0,0,47,1,0,0,0,0,0,0,"{""building"": 47}","{""building"": 1}","#hotosm-project-14020,#OpenCitiesLAC,#awsmapathon"
213,stephen benzoate,8885047,3,272,Bangladesh,218,0,0,54,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,"{""building"": 54}",{},"#hotosm-project-12825,#OSMBD,#Bangladesh,#BangladeshFloodResponse2022,#lovemaps,#28for28,#uccyouthmappers"
214,Susan Whitford1,18391356,37,270,Kenya,232,0,0,37,1,0,0,0,0,0,0,37,1,0,0,0,0,0,0,"{""building"": 37}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
215,Rebecca Hauck,18391192,5,262,Kenya,186,41,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
216,Youdahe,13800693,6,261,Rwanda,213,4,0,43,1,0,0,0,0,0,0,43,0,0,1,0,0,0,0,"{""building"": 43}","{""highway"": 1}","#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
217,NicoleDobmeier,18391302,5,257,Kenya,188,32,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"{""building"": 37}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
218,Sizerama,18391297,3,254,Kenya,206,0,0,48,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,"{""building"": 48}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
219,bridgetk4,18380950,33,254,Qatar,213,0,0,40,1,0,0,0,0,0,0,40,0,0,1,0,0,0,0,"{""building"": 40}","{""highway"": 1}","#hotosm-project-13653,#Mapathon-FIFA-World-Cup-Qatar-2022,#OSMArabia"
220,mmahmud,3217737,2,253,United Republic of Tanzania,45,113,53,7,25,9,1,0,0,0,0,7,24,0,0,0,0,0,0,"{""source"": 8, ""building"": 7, ""type"": 1}","{""building"": 24, ""source"": 22}","#hotosm-project-12527,#TanzaniaDevelomentTrust"
221,anaigarq,17237300,1,250,Zambia,200,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,"{""building"": 50}",{},"#hotosm-project-12314,#zambia-census,#acthot,#awsmapathon"
222,sab27,4367139,3,247,Zambia,157,82,1,2,5,0,0,0,0,0,2,0,2,2,3,0,0,0,0,"{""highway"": 2}","{""highway"": 3, ""ford"": 2, ""building"": 2}","#hotosm-project-10147,#liga-zambia"
223,Rblackwood,18391300,4,247,Kenya,210,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"{""building"": 37}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
224,Krafty1319,18391316,7,245,Kenya,193,13,1,37,1,0,0,0,0,0,0,35,0,0,1,0,0,0,0,"{""building"": 35, ""natural"": 2}","{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
225,Barb Gress,18391251,5,244,Kenya,210,0,0,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,"{""building"": 34, ""building:levels"": 1}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
226,CesarGon,18391337,1,243,Kenya,209,0,0,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,"{""building"": 34}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
227,LNRSChanal01,18391330,3,239,Kenya,199,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,"{""building"": 40}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
228,Sarojpokhrel,10934301,2,235,Nepal,207,12,0,16,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,"{""building"": 10, ""highway"": 6}",{},"#hotosm-project-13991,#dmd,#mapbuds,#youthmappers,#digitalnepal,#osmnepal,#missingmaps"
229,Jayendhar Gautham,16600579,8,227,United Republic of Tanzania,178,0,4,44,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,"{""building"": 44}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps,#bloombergAPAC"
230,mryan607,18391375,1,227,Kenya,185,0,0,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,"{""building"": 42}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
231,ShowMeTheWayToMordor,15165300,3,227,"Qatar,El Salvador",185,0,0,40,2,0,0,0,0,0,0,40,1,0,1,0,0,0,0,"{""building"": 40, ""layer"": 2}","{""highway"": 1, ""lanes"": 1, ""ref"": 1, ""surface"": 1, ""building"": 1}","#hotosm-project-13653,#Mapathon-FIFA-World-Cup-Qatar-2022,#OSMArabia,#hotosm-project-14075,#OpenCitiesLAC,#bloomberg"
232,RosieAtcheson,17936491,2,224,Tajikistan,147,20,17,31,5,4,0,0,0,0,0,28,0,3,3,0,0,0,0,"{""building"": 28, ""highway"": 3}","{""highway"": 3, ""landuse"": 1, ""cables"": 1, ""circuits"": 1, ""power"": 1, ""voltage"": 1}","#hotosm-project-11752,#LittleEarth,#Tajikistan,#CartONG,#mapgive,#buildings,#roads,#rivers,#missingmaps,#Kiblai,#Simiganj,#jamoat,#osmgeoweek"
233,tonny_mwendwa76,17266950,7,223,Kenya,173,8,0,36,6,0,0,0,0,0,0,31,1,5,5,0,0,0,0,"{""building"": 31, ""highway"": 5, ""source"": 1}","{""highway"": 5, ""name"": 2, ""surface"": 1, ""building"": 1}","#hotosm-project-13583,#YouthMappers,#AGGES,#OSMKenya,#UnmappedKenya"
234,ODULANA OLUWATOYIN,10483398,1,223,Kenya,180,0,0,43,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,"{""building"": 43}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN,#hotdqi2022,#YouthmappersUNILAG,#Buildings"
235,theonekaine,2852554,1,217,Indonesia,146,32,4,28,6,1,0,0,0,0,0,28,6,0,0,0,0,0,0,"{""building"": 28}","{""building"": 6}","#hotosm-project-13822,#gempacianjur,#disasterresponse,#POI,#cianjur"
236,Derek Pa,18391273,3,215,Kenya,180,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
237,Siamellia,18291988,6,214,Mali,171,0,0,43,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,"{""building"": 43}",{},"#hotosm-project-13816,#CartONG,#MissingMaps,#Arcade,#DEMBELA,#Mali"
238,Omowonuola Akintola,9149714,1,212,Niger,212,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,212,0,"{""addr:city"": 212, ""addr:district"": 212, ""amenity"": 212, ""man_made"": 212, ""operational_status"": 212, ""operator:type"": 212, ""ownership"": 212, ""access"": 152, ""fee"": 152, ""opening_hours"": 152, ""seasonal"": 152, ""usage"": 152, ""water:condition"": 146, ""description"": 136, ""pump"": 26, ""generator:source"": 3, ""power"": 3}",{},"#WNAHub,#RuwaNiger,#OSMNiger,#HOTOSM"
239,EvieMehmood,17197167,1,211,Rwanda,172,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,"{""building"": 39}",{},"#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
240,RBRTBMNGL,7579731,1,209,United Republic of Tanzania,173,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,"{""building"": 36}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
241,Snakej,18040441,2,205,Niger,194,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"{""building"": 11}",{},"#hotosm-project-14157,#msf,#missingmaps,#IRSMagaria"
242,M Blewett,15437337,7,204,El Salvador,171,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,"{""building"": 33}",{},"#hotosm-project-14075,#OpenCitiesLAC,#bloomberg"
243,nassanga,16983715,2,201,Algeria,133,16,21,20,8,1,2,0,0,0,0,16,1,3,6,0,0,0,0,"{""building"": 16, ""highway"": 3, ""type"": 2}","{""highway"": 6, ""building"": 1}","#hotosm-project-14183,#OSMGeoWeek,#MapALGERIA,#ANSDI,#ANDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
244,ThomasAxe,18173439,4,200,"Chad,Libyan Arab Jamahiriya",158,5,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"{""building"": 37}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#haileybury"
245,ChernCenter,5723981,1,199,South Africa,57,76,47,12,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,"{""building"": 12}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
246,dialloalpha,3713991,8,199,Senegal,35,0,148,4,4,8,0,0,0,0,0,0,0,4,4,0,0,0,0,"{""highway"": 4}","{""highway"": 4}","#hotosm-project-14165,#opfistula,#tostan,#hotosm-project-14166"
247,LNSSI Robs,18391367,5,196,Kenya,164,0,0,31,1,0,0,0,0,0,0,31,1,0,0,0,0,0,0,"{""building"": 31, ""layer"": 1}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
248,Ridwan Waheed,11336389,1,195,United Republic of Tanzania,160,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-13988,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
249,Elliot Soong,18224094,21,195,Qatar,148,17,0,24,6,0,0,0,0,1,1,21,6,1,0,0,0,2,0,"{""building"": 21, ""amenity"": 2, ""healthcare"": 2, ""railway"": 1, ""crossing"": 1, ""footway"": 1, ""highway"": 1}","{""building"": 6, ""source"": 2, ""railway"": 1, ""aeroway"": 1}","#hotosm-project-13653,#Mapathon-FIFA-World-Cup-Qatar-2022,#OSMArabia,#hotosm-project-14014,#MISSINMAP"
250,[DVHS] Joanne Cheong,15113451,3,191,South Africa,82,87,1,12,9,0,0,0,0,0,0,12,8,0,1,0,0,0,0,"{""building"": 12}","{""building"": 8, ""highway"": 1, ""name"": 1, ""source"": 1}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
251,BlueberryA,7971386,2,190,Libyan Arab Jamahiriya,79,34,61,8,1,7,0,0,0,0,0,8,0,0,1,0,0,0,0,"{""building"": 8}","{""highway"": 1}","#hotosm-project-11607,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
252,Winni_Donyada,13578272,7,187,United Republic of Tanzania,149,2,0,35,1,0,0,0,0,0,0,35,1,0,0,0,0,0,0,"{""building"": 35, ""layer"": 1}","{""building"": 1, ""source"": 1}","#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
253,martinairmaps,3376734,5,186,Lesotho,156,21,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"{""building"": 9}",{},"#hotosm-project-12667,#MapLesotho,#LocatedIsolatedHerders,#OSMAfrica"
254,surrli,11707954,1,186,Qatar,149,0,0,37,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"{""barrier"": 19, ""building"": 18}",{},"#hotosm-project-13654,#Mapathon-FIFA-World-Cup-Qatar-2022,#OSMArabia"
255,trentThatsIT,18391358,2,184,Kenya,149,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
256,Angus Hatrick,18003716,4,182,"Tajikistan,Rwanda,South Africa",145,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"{""building"": 37}",{},"#hotosm-project-11752,#LittleEarth,#Tajikistan,#CartONG,#mapgive,#buildings,#roads,#rivers,#missingmaps,#Kiblai,#Simiganj,#jamoat,#osmgeoweek,#hotosm-project-13138,#MapRwanda,#OSMAfrica,#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
257,Chris @ LNRS,18391280,4,179,Kenya,144,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
258,Ashim Paudel,16378761,1,179,Nepal,140,4,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-13991,#dmd,#mapbuds,#youthmappers,#digitalnepal,#osmnepal,#missingmaps"
259,Jo Prichard,18391298,3,178,Kenya,149,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"{""building"": 29}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
260,VinkonaHB,11332293,6,177,"Lebanon,Niger",37,107,15,6,9,3,0,0,0,0,0,4,7,2,2,0,0,0,0,"{""building"": 4, ""highway"": 2}","{""building"": 7, ""highway"": 2}","#hotosm-project-14158,#MissingMaps_DRK,#redcross,#missingmaps,#hotosm-project-14157,#msf,#IRSMagaria"
261,remimage,3626326,1,177,Uganda,127,7,16,22,1,4,0,0,0,0,0,20,0,2,1,0,0,0,0,"{""building"": 20, ""highway"": 2}","{""highway"": 1}","#hotosm-project-13399,#Mappingforfloodresilience,#OpenStreetMap"
262,Jacob Lidsey (9RU),17801603,4,176,El Salvador,141,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"{""building"": 35}",{},"#hotosm-project-13863,#OpenCitiesLAC"
263,Mike the Cartographer,18391259,2,175,Kenya,148,0,0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,"{""building"": 27}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
264,DataDude,18391277,5,171,Kenya,137,0,0,32,2,0,0,0,0,0,0,32,0,0,2,0,0,0,0,"{""building"": 32}","{""highway"": 2}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
265,justwonderinghere,18390844,1,170,South Sudan,73,62,23,5,4,1,2,0,0,0,0,5,1,0,0,0,0,0,0,"{""building"": 5, ""type"": 2}","{""building"": 1, ""landuse"": 1}","#hotosm-project-13599,#REACH,#JurRiver"
266,SBBaum,17279115,5,169,"Bangladesh,Rwanda",136,0,0,33,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,"{""building"": 32, ""natural"": 1}",{},"#hotosm-project-12825,#OSMBD,#Bangladesh,#BangladeshFloodResponse2022,#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
267,Tate Atkinson,18391278,1,166,Kenya,137,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"{""building"": 29}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
268,Horace M,18391210,4,166,Kenya,137,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"{""building"": 29}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
269,Lori Blum,18391274,4,165,Kenya,134,0,0,31,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,"{""building"": 25, ""natural"": 6}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
270,DMR Sled,17328521,1,164,Kenya,134,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,"{""building"": 30}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
271,ERLeon,18390501,1,164,United Republic of Tanzania,66,40,34,16,1,7,0,0,0,0,0,16,1,0,0,0,0,0,0,"{""building"": 16}","{""building"": 1, ""source"": 1}","#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
272,OceeDiTT,16372351,28,162,Angola,134,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"{""building"": 28}",{},"#hotosm-project-14188,#HuilaProvince,#msf,#missingmaps,#lionsmappersteamenugu,#uniquemappersteam2023"
273,germain2019,9602853,1,159,Togo,150,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{},{},"#hotosm-project-13840,#wnahub,#sustainableCitiesAndCommunities,#OSMTogo,#MiaTouTogo,#Map4Togo"
274,Co Meijer,3410462,1,158,Democratic Republic of the Congo,33,96,15,8,2,4,0,0,0,0,0,8,1,0,0,0,0,0,0,"{""building"": 8}","{""building"": 1}","#hotosm-project-12803,#2022DRC,#Kisangani,#msf,#missingmaps"
275,pkodame,4556176,1,157,Qatar,132,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,"{""building"": 25}",{},"#hotosm-project-13654,#Mapathon-FIFA-World-Cup-Qatar-2022,#OSMArabia"
276,Treytoml,18391377,3,154,Kenya,124,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,"{""building"": 30}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
277,Anisa Dhakal,11171620,1,153,Nepal,56,81,0,9,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,"{""building"": 9}","{""building"": 7}","#hotosm-project-11969,#hotosm-project-11846,#osmnepal,#hot,#omh_ap,#booster_grant_nepal_2021,#kll,#bhartpur,#chitwan_national_park,#one_horned_rhino"
278,Erick tamba,10570996,1,150,Algeria,120,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,"{""building"": 30}",{},"#hotosm-project-14104,#OSMGeoWeek,#MapALGERIA,#ANSDI,#ANDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
279,Poppy Parker,18389093,1,145,Egypt,122,2,0,19,2,0,0,0,0,0,1,19,0,0,1,0,0,0,0,"{""building"": 19}","{""addr:country"": 1, ""addr:district"": 1, ""addr:district:en"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:province"": 1, ""addr:province:en"": 1, ""addr:street"": 1, ""addr:street:en"": 1, ""addr:subdistrict"": 1, ""addr:subdistrict:en"": 1, ""highway"": 1, ""name"": 1, ""name:ar"": 1, ""name:en"": 1, ""landuse"": 1}","#hotosm-project-14190,#missingmaps"
280,DBuch,18391220,10,145,Kenya,109,1,10,21,1,3,0,0,0,0,0,21,1,0,0,0,0,0,0,"{""building"": 21, ""layer"": 1}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
281,KAWAMALA,8074402,1,143,Zambia,130,0,0,11,2,0,0,0,0,0,0,2,0,9,2,0,0,0,0,"{""highway"": 9, ""building"": 2}","{""highway"": 2, ""surface"": 1}","#hotosm-project-10147,#liga-zambia"
282,Trey G,18391339,19,143,Kenya,123,0,0,19,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,"{""building"": 19}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
283,Julie Gardner,18391333,4,141,Kenya,116,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,"{""building"": 25}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
284,LawAng1,17263424,1,138,Libyan Arab Jamahiriya,112,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,"{""building"": 26}",{},"#hotosm-project-11607,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
285,Heterodyne,9531596,2,136,Cameroon,100,12,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,"{""building"": 24}",{},"#hotosm-project-13706,#OSMAfrica,#OSM_237,#GISCorps"
286,odie_mendoza,17603714,5,133,Philippines,115,0,0,18,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,"{""name"": 16, ""landuse"": 11, ""building"": 5, ""natural"": 1, ""water"": 1, ""highway"": 1}",{},"#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
287,hibagonsan,5939709,2,130,Zambia,96,0,8,24,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,"{""building"": 24}",{},"#hotosm-project-13374,#zambia-census,#amm"
288,AnuradhaRajanayake,6273159,1,127,Vietnam,118,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"{""building"": 7, ""natural"": 2, ""water"": 2}",{},"#hotosm-project-12426,#RedRiverUrbanPlanning,#OSMVN"
289,Ankiiii,15615879,5,122,Nepal,96,9,0,15,2,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"{""building"": 8, ""landuse"": 5, ""highway"": 1}","{""building"": 1, ""landuse"": 1}","#hotosm-project-14194,#Rautahat2023,#Digitalmapping,#YI-Lab,#EU,#MercyCorp"
290,tiffanyd,11686105,1,120,United Republic of Tanzania,0,111,6,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,{},"{""building"": 2}","#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
291,Maheshwar Panaganti,18391216,1,118,Kenya,94,0,0,23,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,"{""building"": 23}","{""admin_level"": 1, ""boundary"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
292,Harry Dalgleish,16586519,2,118,South Africa,101,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,"{""building"": 17}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
293,21kin,18349886,5,112,El Salvador,91,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,"{""building"": 21, ""name"": 20}",{},"#hotosm-project-13821,#OpenCitiesLAC,#bofa,#Gmomo"
294,NicholasZhan,18222065,1,112,Libyan Arab Jamahiriya,96,0,0,15,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,"{""building"": 15}","{""building"": 1}","#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#haileybury"
295,Lochan Pant,14854690,3,109,South Africa,1,98,6,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,{},"{""building"": 3}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
296,ChrisPax,18391260,1,108,Rwanda,69,17,4,16,1,1,0,0,0,0,0,15,1,0,0,0,0,0,0,"{""building"": 15, ""leisure"": 1}","{""building"": 1, ""building:levels"": 1}","#hotosm-project-13138,#MapRwanda,#OSMAfrica"
297,Lindsey Bonsu,17794763,2,107,Indonesia,84,4,0,18,1,0,0,0,0,1,0,18,1,1,0,0,0,0,0,"{""building"": 18, ""crossing"": 1, ""highway"": 1}","{""building"": 1}","#hotosm-project-13822,#gempacianjur,#disasterresponse,#POI,#cianjur"
298,Orla_M,17263577,3,107,South Africa,97,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""leisure"": 10}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
299,Ziyadatul Hikmah,17570857,16,107,Indonesia,50,32,10,11,1,3,0,0,0,0,0,11,0,0,0,0,0,0,0,"{""building"": 11}",{},"#hotosm-project-13479,#yogyakarta,#GLAMMapping,#POI,#WMID,#menambahkan,#hotosm-project-13483,#subang"
300,Freddie12341234,18243601,1,105,Libyan Arab Jamahiriya,88,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,"{""building"": 17}",{},"#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
301,Helmisy,18359390,6,104,Egypt,84,0,0,18,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"{""building"": 18, ""layer"": 3}","{""boundary"": 2, ""name"": 2, ""name:ar"": 2, ""name:en"": 2, ""place"": 2}","#hotosm-project-14134,#missingmaps"
302,Chris Cheadle,18391188,3,104,Kenya,77,0,14,12,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,"{""building"": 12}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
303,cohenc0586,18391392,1,101,Kenya,85,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,"{""building"": 16}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
304,AKOUETE,4274094,5,101,"El Salvador,Guatemala",26,50,16,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,"{""building"": 6}","{""building"": 3}","#hotosm-project-13698,#OpenCitiesLAC"
