rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
1611,Michal Mrowka,https://www.openstreetmap.org/user/Michal%20Mrowka,7170461,2,2,Czech Republic,OsmAnd+ 4.4.7,2,0,0,0,0,0,0,0,0,2,0,0.0,0.0,"{""natural"": 1, ""leisure"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1612,Lawi_Gn,https://www.openstreetmap.org/user/Lawi_Gn,5631904,2,2,Guinea,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""building"": 2, ""nohousenumber"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1613,gkai,https://www.openstreetmap.org/user/gkai,74224,2,2,Germany,Go Map!! 3.4.8,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""leisure"": 2, ""name"": 2, ""sport"": 2}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1614,vmiklos,https://www.openstreetmap.org/user/vmiklos,2839753,2,2,Hungary,Vespucci 19.0.2.0,0,2,0,0,0,0,0,0,0,0,2,0.0,1.0,{},"{""name"": 2, ""opening_hours"": 2, ""payment:debit_cards"": 1, ""shop"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""amenity"": 1, ""healthcare"": 1, ""survey:date"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1615,chriswhy,https://www.openstreetmap.org/user/chriswhy,5568963,1,2,United States of America,Vespucci 19.0.3.0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,"{""entrance"": 1}","{""addr:housenumber"": 1, ""addr:street"": 1, ""addr:street:name"": 1, ""addr:street:prefix"": 1, ""addr:street:type"": 1, ""building"": 1, ""building:levels"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1616,dragonfence,https://www.openstreetmap.org/user/dragonfence,19325513,2,2,Australia,StreetComplete 53.3,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""bench"": 2, ""bin"": 2, ""bus"": 2, ""departures_board"": 2, ""highway"": 2, ""name"": 2, ""network"": 2, ""operator"": 2, ""public_transport"": 2, ""ref"": 2, ""route_ref"": 2, ""shelter"": 2, ""tactile_paving"": 2, ""lit"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1617,hmdgms,https://www.openstreetmap.org/user/hmdgms,13819895,2,2,Turkey,OsmAnd~ 4.3.12,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""name"": 2, ""tourism"": 1, ""amenity"": 1, ""food"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1618,Peter L,https://www.openstreetmap.org/user/Peter%20L,65921,1,2,Austria,Every Door Android 3.1,2,0,0,0,0,0,0,0,0,2,0,2.0,0.0,"{""amenity"": 2, ""bin"": 1, ""check_date"": 1, ""fee"": 1, ""vending"": 1, ""material"": 1, ""waste"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1619,Jkarpioosm,https://www.openstreetmap.org/user/Jkarpioosm,19960453,2,2,Cuba,OsmAnd 4.4.7,0,1,1,0,0,0,0,0,0,0,1,0.0,1.0,{},"{""addr:housenumber"": 1, ""addr:street"": 1, ""amenity"": 1, ""name"": 1, ""opening_hours"": 1, ""phone"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1620,juhbi,https://www.openstreetmap.org/user/juhbi,7605483,2,2,Germany,OsmAnd~ 4.3.12,0,2,0,0,0,0,0,0,0,0,2,0.0,2.0,{},"{""amenity"": 2, ""name"": 2, ""opening_hours"": 2, ""changing_table"": 1, ""changing_table:location"": 1, ""email"": 1, ""internet_access"": 1, ""operator"": 1, ""phone"": 1, ""website"": 1, ""wheelchair"": 1, ""delivery"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1621,Sebastian Reichel,https://www.openstreetmap.org/user/Sebastian%20Reichel,20622,1,2,Germany,StreetComplete 53.3,0,2,0,0,0,0,0,0,0,0,2,0.0,2.0,{},"{""amenity"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""check_date"": 2, ""operator"": 2, ""operator:wikidata"": 2, ""operator:wikipedia"": 2, ""parcel_mail_in"": 2, ""postal_code"": 2, ""ref"": 2, ""source"": 2, ""website"": 2, ""alt_name"": 1, ""name"": 1, ""short_name"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""opening_hours"": 1, ""parcel_locker:type"": 1, ""parcel_pickup"": 1, ""surveillance"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1622,oscarklk,https://www.openstreetmap.org/user/oscarklk,13382644,2,2,Australia,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""highway"": 2, ""maxspeed"": 2, ""name"": 2, ""surface"": 2, ""lanes"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1623,megaloman-it,https://www.openstreetmap.org/user/megaloman-it,11928236,2,2,Italy,"StreetComplete 53.3,OsmAnd~ 4.3.12",0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""brand"": 2, ""brand:wikidata"": 2, ""check_date"": 2, ""name"": 2, ""opening_hours"": 2, ""shop"": 2, ""note"": 1, ""level"": 1, ""payment:satispay"": 1, ""phone"": 1, ""website"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1624,KD9ERY,https://www.openstreetmap.org/user/KD9ERY,9229998,1,2,United States of America,Vespucci 19.1.0.1,0,0,0,0,2,0,0,0,0,0,0,0.0,2.0,{},"{""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:state"": 2, ""addr:street"": 2, ""amenity"": 2, ""building"": 2, ""name"": 2, ""cuisine"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1625,lodig,https://www.openstreetmap.org/user/lodig,15440131,2,2,Sweden,OsmAnd Maps 4.4.9,1,0,1,0,0,0,0,0,0,1,0,1.0,0.0,"{""addr:housenumber"": 1, ""addr:street"": 1, ""amenity"": 1, ""name"": 1, ""opening_hours"": 1, ""website"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1626,SFD1978,https://www.openstreetmap.org/user/SFD1978,11060904,1,2,Germany,Organic Maps android 2023.07.13-10-Google,2,0,0,0,0,0,0,0,0,2,0,0.0,0.0,"{""name"": 2, ""tourism"": 2}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1627,PabloArias,https://www.openstreetmap.org/user/PabloArias,18126234,2,2,,StreetComplete_ee 53.32,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""handrail"": 2, ""highway"": 2, ""ramp"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1628,CharliePlett,https://www.openstreetmap.org/user/CharliePlett,4751364,2,2,Belize,OsmAnd+ 4.5.6,1,0,0,0,1,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1, ""name"": 1}","{""name"": 1, ""shop"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1629,ioanrogers,https://www.openstreetmap.org/user/ioanrogers,11930114,2,2,Canada,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""cycleway:both"": 2, ""highway"": 2, ""lanes"": 2, ""source"": 2, ""surface"": 2}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1630,Aerond,https://www.openstreetmap.org/user/Aerond,10217353,2,2,Sweden,StreetComplete 53.3,0,2,0,0,0,0,0,0,0,0,2,0.0,1.0,{},"{""name"": 2, ""amenity"": 1, ""cuisine"": 1, ""indoor_seating"": 1, ""opening_hours"": 1, ""outdoor_seating"": 1, ""phone"": 1, ""bench"": 1, ""bin"": 1, ""bus"": 1, ""check_date:shelter"": 1, ""highway"": 1, ""lit"": 1, ""network"": 1, ""public_transport"": 1, ""shelter"": 1, ""tactile_paving"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1631,Boogier,https://www.openstreetmap.org/user/Boogier,246938,1,2,Bosnia & Herzegovina,Vespucci 19.0.3.0,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""name"": 2, ""tourism"": 1, ""amenity"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1632,pika_sky,https://www.openstreetmap.org/user/pika_sky,13992655,2,2,Japan,"Go Map!! 3.4.8,OsmAnd Maps 4.4.9",0,0,0,0,1,0,0,1,0,0,0,0.0,1.0,{},"{""name"": 2, ""name:en"": 2, ""name:ja"": 1, ""name:ja-Hira"": 1, ""name:ja-Latn"": 1, ""network"": 1, ""ref"": 1, ""route"": 1, ""type"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""addr:block_number"": 1, ""addr:city"": 1, ""addr:neighbourhood"": 1, ""addr:postcode"": 1, ""addr:province"": 1, ""addr:quarter"": 1, ""amenity"": 1, ""operator"": 1, ""operator:type"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1633,walloHerbrechtingen,https://www.openstreetmap.org/user/walloHerbrechtingen,464750,2,2,Germany,OsmAnd+ 4.4.7,0,0,2,0,0,0,0,0,0,0,0,,,{},{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1634,frolivier,https://www.openstreetmap.org/user/frolivier,10789294,2,2,Italy,OsmAnd 4.4.7,1,1,0,0,0,0,0,0,0,1,1,0.0,1.0,"{""name"": 1, ""shop"": 1}","{""addr:housenumber"": 1, ""addr:street"": 1, ""amenity"": 1, ""name"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1635,t0asty,https://www.openstreetmap.org/user/t0asty,19937647,1,2,Germany,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""bicycle"": 2, ""foot"": 2, ""highway"": 2, ""oneway:bicycle"": 2, ""segregated"": 2, ""surface"": 2}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1636,joao-,https://www.openstreetmap.org/user/joao-,10277952,1,2,Portugal,Organic Maps android 2023.07.13-10-FDroid,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""name"": 2, ""shop"": 1, ""amenity"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1637,homocomputeris,https://www.openstreetmap.org/user/homocomputeris,3777620,2,2,Serbia,OsmAnd~ 4.4.7,2,0,0,0,0,0,0,0,0,2,0,0.0,0.0,"{""name"": 2, ""club"": 1, ""description"": 1, ""shop"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1638,81245muni,https://www.openstreetmap.org/user/81245muni,390082,1,2,Germany,Go Map!! 3.4.8,2,0,0,0,0,0,0,0,0,2,0,2.0,0.0,"{""amenity"": 2, ""backrest"": 2}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1639,KRq3NWde7UiIe8,https://www.openstreetmap.org/user/KRq3NWde7UiIe8,9215063,1,2,Canada,StreetComplete_ee 53.32,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""highway"": 2, ""name"": 2, ""surface"": 2}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1640,pyramid,https://www.openstreetmap.org/user/pyramid,468895,2,2,Portugal,OsmAnd~ 4.3.5,2,0,0,0,0,0,0,0,0,2,0,2.0,0.0,"{""amenity"": 2, ""name"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1641,Ricardo Martins,https://www.openstreetmap.org/user/Ricardo%20Martins,470644,2,2,Portugal,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,2.0,{},"{""amenity"": 2, ""building"": 2, ""fee"": 2, ""wheelchair"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1642,KarstenW_Stgt,https://www.openstreetmap.org/user/KarstenW_Stgt,13433282,2,2,Germany,OsmAnd~ 4.4.7,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""fixme"": 2, ""historic"": 2, ""memorial"": 2, ""name"": 2, ""source"": 2, ""source:website"": 2, ""start_date"": 2, ""inscription"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1643,kiaraSh-Q,https://www.openstreetmap.org/user/kiaraSh-Q,2693232,2,2,"Turkey,Iran (Islamic Republic of)",Organic Maps android 2023.07.13-10-Google,0,0,0,0,1,0,0,1,0,0,0,0.0,1.0,{},"{""building"": 2, ""name"": 2, ""name:ar"": 1, ""name:en"": 1, ""name:fa"": 1, ""shop"": 1, ""amenity"": 1, ""contact:instagram"": 1, ""opening_hours"": 1, ""outdoor_seating"": 1, ""phone"": 1, ""type"": 1, ""website"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1644,Willhelm_Mueller,https://www.openstreetmap.org/user/Willhelm_Mueller,308224,2,2,Germany,Vespucci 19.0.3.0,0,2,0,0,0,0,0,0,0,0,2,0.0,2.0,{},"{""amenity"": 2, ""name"": 2, ""opening_hours"": 2, ""phone"": 2, ""toilets:wheelchair"": 2, ""website"": 2, ""wheelchair"": 2, ""contact:facebook"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1645,koen20,https://www.openstreetmap.org/user/koen20,1977737,1,2,Netherlands,Vespucci 19.1.0.1,1,1,0,0,0,0,0,0,0,1,1,0.0,1.0,"{""backrest"": 1, ""colour"": 1, ""covered"": 1, ""leisure"": 1, ""material"": 1}","{""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""amenity"": 1, ""cuisine"": 1, ""delivery"": 1, ""name"": 1, ""opening_hours"": 1, ""outdoor_seating"": 1, ""smoking"": 1, ""source"": 1, ""source:date"": 1, ""takeaway"": 1, ""toilets"": 1, ""website"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1646,chzolli,https://www.openstreetmap.org/user/chzolli,1995475,2,2,Switzerland,StreetComplete 50.1,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""highway"": 2, ""maxspeed"": 2, ""motor_vehicle"": 2, ""motorcar"": 2, ""motorcycle"": 2, ""name"": 2, ""sidewalk"": 2, ""surface"": 2, ""lane_markings"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1647,sys2,https://www.openstreetmap.org/user/sys2,14660751,2,2,Germany,StreetComplete 53.2,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""handrail"": 1, ""highway"": 1, ""incline"": 1, ""lit"": 1, ""ramp"": 1, ""ramp:bicycle"": 1, ""step_count"": 1, ""surface"": 1, ""tactile_paving"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1648,_shimizu,https://www.openstreetmap.org/user/_shimizu,1613456,1,2,Japan,Go Map!! 3.4.8,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""name"": 2, ""amenity"": 1, ""brand"": 1, ""brand:en"": 1, ""brand:ja"": 1, ""brand:wikidata"": 1, ""cuisine"": 1, ""name:en"": 1, ""name:ja"": 1, ""official_name"": 1, ""official_name:en"": 1, ""official_name:ja"": 1, ""takeaway"": 1, ""air_conditioning"": 1, ""shop"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1649,rogerpueyo,https://www.openstreetmap.org/user/rogerpueyo,168779,2,2,Spain,StreetComplete 53.2,0,0,0,0,2,0,0,0,0,0,0,0.0,2.0,{},"{""addr:city"": 2, ""addr:country"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""amenity"": 2, ""name"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1650,RobChafer,https://www.openstreetmap.org/user/RobChafer,98964,2,2,U.K. of Great Britain and Northern Ireland,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""highway"": 1, ""surface"": 1, ""addr:housenumber"": 1, ""building"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1651,feyeandal,https://www.openstreetmap.org/user/feyeandal,1521733,2,2,Philippines,Every Door iOS 3.1,2,0,0,0,0,0,0,0,0,2,0,2.0,0.0,"{""amenity"": 2, ""check_date"": 2, ""name"": 2, ""cuisine"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1652,Martho96,https://www.openstreetmap.org/user/Martho96,17728253,1,2,France,Organic Maps android 2023.06.04-13-FDroid,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""name"": 2, ""amenity"": 1, ""shop"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1653,hu9o,https://www.openstreetmap.org/user/hu9o,6509477,1,2,France,Go Map!! 3.4.8,2,0,0,0,0,0,0,0,0,2,0,1.0,0.0,"{""amenity"": 1, ""name"": 1, ""second_hand"": 1, ""shop"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1654,tartenpi0n,https://www.openstreetmap.org/user/tartenpi0n,10133440,2,2,France,Organic Maps android 2023.07.13-10-Google,0,2,0,0,0,0,0,0,0,0,2,0.0,2.0,{},"{""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""amenity"": 2, ""name"": 2, ""contact:housenumber"": 1, ""contact:street"": 1, ""opening_hours"": 1, ""source"": 1, ""addr:city"": 1, ""cuisine"": 1, ""phone"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1655,ChirpyBird,https://www.openstreetmap.org/user/ChirpyBird,19463637,1,2,U.K. of Great Britain and Northern Ireland,StreetComplete 53.3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,{},"{""addr:city"": 2, ""addr:country"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""addr:village"": 2, ""building"": 2}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1656,simon04,https://www.openstreetmap.org/user/simon04,57945,2,2,"Austria,Switzerland",OsmAnd~ 4.3.12,1,1,0,0,0,0,0,0,0,1,1,0.0,1.0,"{""description"": 1, ""name"": 1, ""opening_hours"": 1, ""self_service"": 1, ""shop"": 1}","{""amenity"": 1, ""name"": 1, ""old_name"": 1, ""opening_hours"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1657,DunbarLoop,https://www.openstreetmap.org/user/DunbarLoop,2032374,2,2,Canada,OsmAnd 4.4.7,0,2,0,0,0,0,0,0,0,0,2,0.0,2.0,{},"{""addr:housenumber"": 2, ""addr:street"": 2, ""amenity"": 2, ""name"": 2, ""opening_hours"": 1, ""phone"": 1, ""website"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1658,Ciseur68,https://www.openstreetmap.org/user/Ciseur68,6385122,2,2,France,StreetComplete 53.2,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""name"": 2, ""opening_hours"": 2, ""shop"": 2, ""survey:date"": 2, ""wheelchair"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1659,Manu-man,https://www.openstreetmap.org/user/Manu-man,3847084,1,2,France,StreetComplete 50.2,0,0,0,0,2,0,0,0,0,0,0,0.0,2.0,{},"{""amenity"": 2, ""building"": 2, ""name"": 2, ""name:br"": 2, ""source"": 2, ""source:name:br"": 2, ""opening_hours"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1660,philam48,https://www.openstreetmap.org/user/philam48,2506908,2,2,Australia,Vespucci 19.0.3.0,2,0,0,0,0,0,0,0,0,2,0,2.0,0.0,"{""amenity"": 2, ""bottle"": 2, ""indoor"": 2, ""operator"": 2}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1661,Adrian022,https://www.openstreetmap.org/user/Adrian022,10616774,2,2,Vietnam,Organic Maps android 2023.07.13-10-Google,1,1,0,0,0,0,0,0,0,1,1,1.0,1.0,"{""amenity"": 1, ""name"": 1}","{""amenity"": 1, ""name"": 1, ""phone"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1662,Kasna,https://www.openstreetmap.org/user/Kasna,19942869,2,2,Greece,StreetComplete 53.3,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,{},"{""bus"": 2, ""highway"": 2, ""public_transport"": 2, ""shelter"": 2, ""bench"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1663,anticultist,https://www.openstreetmap.org/user/anticultist,1275958,1,1,Austria,StreetComplete 53.3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1664,Dave Venables,https://www.openstreetmap.org/user/Dave%20Venables,417748,1,1,U.K. of Great Britain and Northern Ireland,Vespucci 19.0.3.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""name"": 1, ""old_name"": 1, ""shop"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1665,sagichnicht,https://www.openstreetmap.org/user/sagichnicht,10644342,1,1,France,Go Map!! 3.4.8,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1666,Apirnus,https://www.openstreetmap.org/user/Apirnus,16327386,1,1,Lithuania,StreetComplete 53.3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""landuse"": 1, ""leaf_type"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1667,shurakarpenko,https://www.openstreetmap.org/user/shurakarpenko,19771791,1,1,Georgia,Organic Maps android 2023.07.13-10-Google,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,"{""waterway"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1668,max*ine,https://www.openstreetmap.org/user/max%2Aine,19957791,1,1,Slovakia,Organic Maps android 2023.07.13-10-FDroid,0,1,0,0,0,0,0,0,0,0,1,0.0,1.0,{},"{""addr:postcode"": 1, ""amenity"": 1, ""diet:raw"": 1, ""diet:vegan"": 1, ""name"": 1, ""opening_hours"": 1, ""takeaway"": 1, ""website"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1669,44akbb3x,https://www.openstreetmap.org/user/44akbb3x,18108957,1,1,Australia,StreetComplete 53.3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""highway"": 1, ""name"": 1, ""surface"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1670,untwerth,https://www.openstreetmap.org/user/untwerth,10747848,1,1,Croatia,OsmAnd~ 4.3.12,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1, ""bicycle_parking"": 1, ""capacity"": 1, ""covered"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1671,Geo80,https://www.openstreetmap.org/user/Geo80,17773030,1,1,France,StreetComplete 53.3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""building"": 1, ""source"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1672,Tom@SN,https://www.openstreetmap.org/user/Tom%40SN,529180,1,1,Austria,OsmAnd 4.4.7,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,"{""name"": 1, ""tourism"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1673,guerda,https://www.openstreetmap.org/user/guerda,45215,1,1,Germany,Vespucci 19.0.3.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,{},"{""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""check_date:opening_hours"": 1, ""female"": 1, ""level"": 1, ""male"": 1, ""name"": 1, ""old_name"": 1, ""opening_hours"": 1, ""operator"": 1, ""payment:coins"": 1, ""payment:contactless"": 1, ""payment:credit_cards"": 1, ""payment:debit_cards"": 1, ""payment:maestro"": 1, ""payment:mastercard"": 1, ""payment:notes"": 1, ""payment:visa"": 1, ""payment:visa_electron"": 1, ""shop"": 1, ""website"": 1, ""wheelchair"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1674,TheFIash,https://www.openstreetmap.org/user/TheFIash,2061730,1,1,Cambodia,OsmAnd+ 4.4.7,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1, ""name"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1675,balsoft,https://www.openstreetmap.org/user/balsoft,4760133,1,1,Georgia,OsmAnd~ 4.3.8,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1676,JanWillemSwane,https://www.openstreetmap.org/user/JanWillemSwane,4486332,1,1,Netherlands,Organic Maps ios 2023.07.13,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,{},"{""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""contact:facebook"": 1, ""contact:instagram"": 1, ""contact:twitter"": 1, ""email"": 1, ""name"": 1, ""opening_hours"": 1, ""phone"": 1, ""tourism"": 1, ""website"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1677,vampire303,https://www.openstreetmap.org/user/vampire303,2934904,1,1,Hungary,OsmAnd~ 4.1.11,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,"{""name"": 1, ""natural"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1678,Przemo,https://www.openstreetmap.org/user/Przemo,291927,1,1,Spain,OsmAnd~ 4.3.12,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,"{""amenity"": 1, ""name"": 1}",{},,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1679,smartias,https://www.openstreetmap.org/user/smartias,5794122,1,1,,StreetComplete 53.3,0,1,0,0,0,0,0,0,0,0,1,0.0,1.0,{},"{""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""amenity"": 1, ""name"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
1680,MB_OSM,https://www.openstreetmap.org/user/MB_OSM,12373235,1,1,Germany,OsmAnd~ 4.4.7,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,{},"{""building"": 1, ""name"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
